,period,state,stateName,timePeriod,sector,sectorName,all-other-costs,customer-incentive,energy-savings,potential-peak-savings,all-other-costs-units,customer-incentive-units,energy-savings-units,potential-peak-savings-units
916,2019,VT,Vermont,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
917,2019,VA,Virginia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
918,2019,UT,Utah,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
919,2019,OH,Ohio,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
920,2019,NY,New York,Expected Life Cycle of Programs,TRN,transportation,33,0,526549,3.5,thousand dollars,thousand dollars,megawatthours,megawatts
921,2019,NV,Nevada,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
922,2019,NM,New Mexico,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
923,2019,NJ,New Jersey,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
924,2019,NH,New Hampshire,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
925,2019,NE,Nebraska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
926,2019,ND,North Dakota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
927,2019,NC,North Carolina,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
928,2019,MT,Montana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
929,2019,MS,Mississippi,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
930,2019,MO,Missouri,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
931,2019,MN,Minnesota,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
932,2019,MI,Michigan,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
933,2019,ME,Maine,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
934,2019,MD,Maryland,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
935,2019,MA,Massachusetts,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
936,2019,LA,Louisiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
937,2019,KY,Kentucky,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
938,2019,KS,Kansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
939,2019,IN,Indiana,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
940,2019,IL,Illinois,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
941,2019,ID,Idaho,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
942,2019,IA,Iowa,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
943,2019,HI,Hawaii,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
944,2019,GA,Georgia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
945,2019,FL,Florida,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
946,2019,DE,Delaware,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
947,2019,DC,District of Columbia,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
948,2019,CT,Connecticut,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
949,2019,CO,Colorado,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
950,2019,CA,California,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
951,2019,AZ,Arizona,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
952,2019,AR,Arkansas,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
953,2019,AL,Alabama,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
954,2019,AK,Alaska,Expected Life Cycle of Programs,TRN,transportation,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
955,2019,US,United States,Reporting Year,COM,commercial,910039,1659591,12706234,3115.7,thousand dollars,thousand dollars,megawatthours,megawatts
956,2019,TX,Texas,Reporting Year,COM,commercial,8387,70201,583020,267.9,thousand dollars,thousand dollars,megawatthours,megawatts
957,2019,TN,Tennessee,Reporting Year,COM,commercial,402,140,4242,1,thousand dollars,thousand dollars,megawatthours,megawatts
958,2019,SD,South Dakota,Reporting Year,COM,commercial,540,1627,24360,18.7,thousand dollars,thousand dollars,megawatthours,megawatts
959,2019,SC,South Carolina,Reporting Year,COM,commercial,8599,18064,158046,31,thousand dollars,thousand dollars,megawatthours,megawatts
960,2019,RI,Rhode Island,Reporting Year,COM,commercial,4985,24942,71021,10.7,thousand dollars,thousand dollars,megawatthours,megawatts
961,2019,PA,Pennsylvania,Reporting Year,COM,commercial,27411,26949,489825,72.7,thousand dollars,thousand dollars,megawatthours,megawatts
962,2019,OR,Oregon,Reporting Year,COM,commercial,34929,38673,227170,48.7,thousand dollars,thousand dollars,megawatthours,megawatts
963,2019,OK,Oklahoma,Reporting Year,COM,commercial,8147,12873,109308,66.9,thousand dollars,thousand dollars,megawatthours,megawatts
964,2019,WY,Wyoming,Reporting Year,COM,commercial,1849,1323,15451,3.3,thousand dollars,thousand dollars,megawatthours,megawatts
965,2019,WV,West Virginia,Reporting Year,COM,commercial,1347,1033,28215,3,thousand dollars,thousand dollars,megawatthours,megawatts
966,2019,WI,Wisconsin,Reporting Year,COM,commercial,16616,24380,277685,38.1,thousand dollars,thousand dollars,megawatthours,megawatts
967,2019,WA,Washington,Reporting Year,COM,commercial,20847,35584,282746,463,thousand dollars,thousand dollars,megawatthours,megawatts
968,2019,VT,Vermont,Reporting Year,COM,commercial,12546,9624,73402,8.7,thousand dollars,thousand dollars,megawatthours,megawatts
969,2019,VA,Virginia,Reporting Year,COM,commercial,6352,12007,80269,15.1,thousand dollars,thousand dollars,megawatthours,megawatts
970,2019,UT,Utah,Reporting Year,COM,commercial,11933,15181,122610,20.5,thousand dollars,thousand dollars,megawatthours,megawatts
971,2019,OH,Ohio,Reporting Year,COM,commercial,22785,33453,588131,111.1,thousand dollars,thousand dollars,megawatthours,megawatts
972,2019,NY,New York,Reporting Year,COM,commercial,55444,182542,1019917,229.4,thousand dollars,thousand dollars,megawatthours,megawatts
973,2019,NV,Nevada,Reporting Year,COM,commercial,10174,3848,154457,35.7,thousand dollars,thousand dollars,megawatthours,megawatts
974,2019,NM,New Mexico,Reporting Year,COM,commercial,3715,5156,32887,6.2,thousand dollars,thousand dollars,megawatthours,megawatts
975,2019,NJ,New Jersey,Reporting Year,COM,commercial,13230,88717,259906,51.4,thousand dollars,thousand dollars,megawatthours,megawatts
976,2019,NH,New Hampshire,Reporting Year,COM,commercial,6695,19747,87374,9.6,thousand dollars,thousand dollars,megawatthours,megawatts
977,2019,NE,Nebraska,Reporting Year,COM,commercial,463,2454,31654,7.5,thousand dollars,thousand dollars,megawatthours,megawatts
978,2019,ND,North Dakota,Reporting Year,COM,commercial,41,62,1000,.6,thousand dollars,thousand dollars,megawatthours,megawatts
979,2019,NC,North Carolina,Reporting Year,COM,commercial,16014,38662,355298,77,thousand dollars,thousand dollars,megawatthours,megawatts
980,2019,MT,Montana,Reporting Year,COM,commercial,3930,4874,56940,.3,thousand dollars,thousand dollars,megawatthours,megawatts
981,2019,MS,Mississippi,Reporting Year,COM,commercial,1794,5489,40329,7,thousand dollars,thousand dollars,megawatthours,megawatts
982,2019,MO,Missouri,Reporting Year,COM,commercial,6487,25899,300130,71.8,thousand dollars,thousand dollars,megawatthours,megawatts
983,2019,MN,Minnesota,Reporting Year,COM,commercial,31441,38643,472073,86.3,thousand dollars,thousand dollars,megawatthours,megawatts
984,2019,MI,Michigan,Reporting Year,COM,commercial,78809,38780,739803,171,thousand dollars,thousand dollars,megawatthours,megawatts
985,2019,ME,Maine,Reporting Year,COM,commercial,7731,20331,115300,23.8,thousand dollars,thousand dollars,megawatthours,megawatts
986,2019,MD,Maryland,Reporting Year,COM,commercial,19763,63833,258339,49.4,thousand dollars,thousand dollars,megawatthours,megawatts
987,2019,MA,Massachusetts,Reporting Year,COM,commercial,50728,181483,630830,91.4,thousand dollars,thousand dollars,megawatthours,megawatts
988,2019,LA,Louisiana,Reporting Year,COM,commercial,5024,5961,59522,8.1,thousand dollars,thousand dollars,megawatthours,megawatts
989,2019,KY,Kentucky,Reporting Year,COM,commercial,3503,6036,139879,25.8,thousand dollars,thousand dollars,megawatthours,megawatts
990,2019,KS,Kansas,Reporting Year,COM,commercial,0,5,22,0,thousand dollars,thousand dollars,megawatthours,megawatts
991,2019,IN,Indiana,Reporting Year,COM,commercial,17068,29955,385094,57.4,thousand dollars,thousand dollars,megawatthours,megawatts
992,2019,IL,Illinois,Reporting Year,COM,commercial,72195,162890,1303579,187.7,thousand dollars,thousand dollars,megawatthours,megawatts
993,2019,ID,Idaho,Reporting Year,COM,commercial,6075,11189,87807,139.4,thousand dollars,thousand dollars,megawatthours,megawatts
994,2019,IA,Iowa,Reporting Year,COM,commercial,6131,19262,150738,45.6,thousand dollars,thousand dollars,megawatthours,megawatts
995,2019,HI,Hawaii,Reporting Year,COM,commercial,6030,10541,78775,11.3,thousand dollars,thousand dollars,megawatthours,megawatts
996,2019,GA,Georgia,Reporting Year,COM,commercial,8924,15968,299658,53.1,thousand dollars,thousand dollars,megawatthours,megawatts
997,2019,FL,Florida,Reporting Year,COM,commercial,19754,17147,180614,68.8,thousand dollars,thousand dollars,megawatthours,megawatts
998,2019,DE,Delaware,Reporting Year,COM,commercial,159,9201,4709,0,thousand dollars,thousand dollars,megawatthours,megawatts
999,2019,DC,District of Columbia,Reporting Year,COM,commercial,5594,4061,105825,15.9,thousand dollars,thousand dollars,megawatthours,megawatts
1000,2019,CT,Connecticut,Reporting Year,COM,commercial,33603,45007,200642,30.2,thousand dollars,thousand dollars,megawatthours,megawatts
1001,2019,CO,Colorado,Reporting Year,COM,commercial,13670,42937,384556,66.3,thousand dollars,thousand dollars,megawatthours,megawatts
1002,2019,CA,California,Reporting Year,COM,commercial,196548,200498,1257753,252.6,thousand dollars,thousand dollars,megawatthours,megawatts
1003,2019,AZ,Arizona,Reporting Year,COM,commercial,13263,14989,232774,34.1,thousand dollars,thousand dollars,megawatthours,megawatts
1004,2019,AR,Arkansas,Reporting Year,COM,commercial,8279,17378,142359,18.9,thousand dollars,thousand dollars,megawatthours,megawatts
1005,2019,AL,Alabama,Reporting Year,COM,commercial,84,0,192,1.7,thousand dollars,thousand dollars,megawatthours,megawatts
1006,2019,AK,Alaska,Reporting Year,COM,commercial,0,0,0,0,thousand dollars,thousand dollars,megawatthours,megawatts
1007,2019,US,United States,Expected Life Cycle of Programs,RES,residential,1209389,1712243,134474216,3322,thousand dollars,thousand dollars,megawatthours,megawatts
1008,2019,TX,Texas,Expected Life Cycle of Programs,RES,residential,12808,96561,6033158,154,thousand dollars,thousand dollars,megawatthours,megawatts
1009,2019,TN,Tennessee,Expected Life Cycle of Programs,RES,residential,15607,258,239588,3,thousand dollars,thousand dollars,megawatthours,megawatts
1010,2019,SD,South Dakota,Expected Life Cycle of Programs,RES,residential,517,1003,48763,55.2,thousand dollars,thousand dollars,megawatthours,megawatts
1011,2019,SC,South Carolina,Expected Life Cycle of Programs,RES,residential,13526,23091,1966467,86,thousand dollars,thousand dollars,megawatthours,megawatts
1012,2019,RI,Rhode Island,Expected Life Cycle of Programs,RES,residential,8688,45607,968837,26.6,thousand dollars,thousand dollars,megawatthours,megawatts
1013,2019,PA,Pennsylvania,Expected Life Cycle of Programs,RES,residential,69304,29963,4923774,77.3,thousand dollars,thousand dollars,megawatthours,megawatts
1014,2019,OR,Oregon,Expected Life Cycle of Programs,RES,residential,17616,26775,1629217,17.4,thousand dollars,thousand dollars,megawatthours,megawatts
1015,2019,OK,Oklahoma,Expected Life Cycle of Programs,RES,residential,9710,25961,2247439,33,thousand dollars,thousand dollars,megawatthours,megawatts
1016,2019,WY,Wyoming,Expected Life Cycle of Programs,RES,residential,1298,533,91688,2.6,thousand dollars,thousand dollars,megawatthours,megawatts
1017,2019,WV,West Virginia,Expected Life Cycle of Programs,RES,residential,2677,1233,202142,3.2,thousand dollars,thousand dollars,megawatthours,megawatts
1018,2019,WI,Wisconsin,Expected Life Cycle of Programs,RES,residential,15385,25843,4337579,34.7,thousand dollars,thousand dollars,megawatthours,megawatts
1019,2019,WA,Washington,Expected Life Cycle of Programs,RES,residential,21216,56987,3574475,350.7,thousand dollars,thousand dollars,megawatthours,megawatts
1020,2019,VT,Vermont,Expected Life Cycle of Programs,RES,residential,8890,14292,470128,11.4,thousand dollars,thousand dollars,megawatthours,megawatts
1021,2019,VA,Virginia,Expected Life Cycle of Programs,RES,residential,5588,6792,1264162,7.8,thousand dollars,thousand dollars,megawatthours,megawatts
1022,2019,UT,Utah,Expected Life Cycle of Programs,RES,residential,6999,8049,828499,17.3,thousand dollars,thousand dollars,megawatthours,megawatts
1023,2019,OH,Ohio,Expected Life Cycle of Programs,RES,residential,38343,50085,7414605,128.3,thousand dollars,thousand dollars,megawatthours,megawatts
1024,2019,NY,New York,Expected Life Cycle of Programs,RES,residential,76499,127682,7416037,127.8,thousand dollars,thousand dollars,megawatthours,megawatts
1025,2019,NV,Nevada,Expected Life Cycle of Programs,RES,residential,8075,47,461307,13.7,thousand dollars,thousand dollars,megawatthours,megawatts
1026,2019,NM,New Mexico,Expected Life Cycle of Programs,RES,residential,6923,9863,802672,18.5,thousand dollars,thousand dollars,megawatthours,megawatts
1027,2019,NJ,New Jersey,Expected Life Cycle of Programs,RES,residential,18652,78197,4072825,34.2,thousand dollars,thousand dollars,megawatthours,megawatts
1028,2019,NH,New Hampshire,Expected Life Cycle of Programs,RES,residential,3518,18038,238823,6.8,thousand dollars,thousand dollars,megawatthours,megawatts
1029,2019,NE,Nebraska,Expected Life Cycle of Programs,RES,residential,477,2510,87002,3.2,thousand dollars,thousand dollars,megawatthours,megawatts
1030,2019,ND,North Dakota,Expected Life Cycle of Programs,RES,residential,19,27,6514,.3,thousand dollars,thousand dollars,megawatthours,megawatts
1031,2019,NC,North Carolina,Expected Life Cycle of Programs,RES,residential,48519,60604,5205123,305.5,thousand dollars,thousand dollars,megawatthours,megawatts
1032,2019,MT,Montana,Expected Life Cycle of Programs,RES,residential,4101,1717,419073,5.4,thousand dollars,thousand dollars,megawatthours,megawatts
1033,2019,MS,Mississippi,Expected Life Cycle of Programs,RES,residential,4695,4501,281727,8.6,thousand dollars,thousand dollars,megawatthours,megawatts
1034,2019,MO,Missouri,Expected Life Cycle of Programs,RES,residential,26808,27719,3633033,70.4,thousand dollars,thousand dollars,megawatthours,megawatts
1035,2019,MN,Minnesota,Expected Life Cycle of Programs,RES,residential,25646,24360,2338475,85.7,thousand dollars,thousand dollars,megawatthours,megawatts
1036,2019,MI,Michigan,Expected Life Cycle of Programs,RES,residential,84338,21745,22880439,112.4,thousand dollars,thousand dollars,megawatthours,megawatts
1037,2019,ME,Maine,Expected Life Cycle of Programs,RES,residential,2040,5946,579748,3.6,thousand dollars,thousand dollars,megawatthours,megawatts
1038,2019,MD,Maryland,Expected Life Cycle of Programs,RES,residential,32760,50286,2721676,87.1,thousand dollars,thousand dollars,megawatthours,megawatts
1039,2019,MA,Massachusetts,Expected Life Cycle of Programs,RES,residential,86532,282672,4579166,141.7,thousand dollars,thousand dollars,megawatthours,megawatts
1040,2019,LA,Louisiana,Expected Life Cycle of Programs,RES,residential,4335,5912,569279,16.5,thousand dollars,thousand dollars,megawatthours,megawatts
1041,2019,KY,Kentucky,Expected Life Cycle of Programs,RES,residential,14733,2901,361848,3,thousand dollars,thousand dollars,megawatthours,megawatts
1042,2019,KS,Kansas,Expected Life Cycle of Programs,RES,residential,81,223,5098,6,thousand dollars,thousand dollars,megawatthours,megawatts
